pryid,indsct,orgtyp,apptyp,dvltyp,dvlplt,lngtyp,prglng1,fncsze,nwell1,smmwrkeff,maxteasze,dbms1,dvlmtd,loc,indsct2,conteo2ind,orgtyp2,conteo2org,apptyp2,conteo2app,dvlplt2,conteo2dvlplt,lngtyp2,conteo2lngtyp,prglng2,conteo2prglng,dbms12,conteo2dbms1,dvlmtd2,conteo2dvlmtd
25268,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,3GL,Java,141,912,912,3,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25270,Communication,Telecommunications,"Financial transaction process/accounting","New Development",Multi,3GL,PASCAL,403,1209,774,1,DB2,"Waterfall (incl Linear Processing & SSADM)",22000,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,PASCAL,1,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25310,Communication,Telecommunications,"Financial application area","New Development",Multi,3GL,Java,256,1766,1766,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial application area",12,Multi,281,3GL,330,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
25336,Financial,"Financial, Property & Business Services","Financial transaction process/accounting",Enhancement,MF,3GL,C,389,4719,4719,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Financial,18,"Financial, Property & Business Services",17,"Financial transaction process/accounting",187,MF,78,3GL,330,C,13,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
25343,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,C,476,5657,4186,8,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,C,13,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25346,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,13,527,448,11,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25438,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,ClearBasic,135,2283,2096,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,ClearBasic,2,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25461,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,17,1317,1317,28,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25509,Communication,Communications,"relatively complex application",Enhancement,Multi,3GL,Java,256,1231,1231,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"relatively complex application",13,Multi,281,3GL,330,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
25516,Communication,Telecommunications,"Customer billing",Enhancement,Multi,3GL,PL/SQL,65,573,472,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer billing",4,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25543,Communication,Telecommunications,"Number of Hosting Solution",Enhancement,PC,4GL,ASP.Net,287,3893,3543,-1,"SQL Server","Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Number of Hosting Solution",1,PC,23,4GL,61,ASP.Net,3,"SQL Server",4,"Waterfall (incl Linear Processing & SSADM)",380
25618,Government,Government,"Catalogue/register of things or events","New Development",Multi,3GL,C#,298,13489,13489,24,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Catalogue/register of things or events",1,Multi,281,3GL,330,C#,10,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25641,Manufacturing,Chemicals,"Production management","New Development",PC,4GL,SQL,776,1847,1718,-1,"SQL Server 7.0","Waterfall (incl Linear Processing & SSADM)",-1,Manufacturing,12,Chemicals,2,"Production management",1,PC,23,4GL,61,SQL,7,"SQL Server 7.0",1,"Waterfall (incl Linear Processing & SSADM)",380
25786,Communication,Telecommunications,"Stock control & order processing",Enhancement,Multi,3GL,Java,537,5717,4688,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Stock control & order processing",8,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25885,Banking,Banking,"Financial transaction process/accounting",Enhancement,MF,3GL,PL/I,36,129,120,-1,"IMS/DB,DC","Waterfall (incl Linear Processing & SSADM)",-1,Banking,19,Banking,19,"Financial transaction process/accounting",187,MF,78,3GL,330,PL/I,16,"IMS/DB,DC",2,"Waterfall (incl Linear Processing & SSADM)",380
25916,Communication,"Virtual Assistants (Lingubots)","Artifical Intelligence based engine",Re-development,PC,3GL,C++,657,21590,17920,16,MySQL,"Unified Process",-1,Communication,189,"Virtual Assistants (Lingubots)",1,"Artifical Intelligence based engine",1,PC,23,3GL,330,C++,11,MySQL,1,"Unified Process",2
25926,Government,"Public AdministrationCommunity ServicesInsurance","Transaction/Production System",Enhancement,MF,3GL,COBOL,601,1193,1193,11,DB2,"Joint Application Development (JAD)Rapid Application Development (RAD)",-1,Government,27,"Public AdministrationCommunity ServicesInsurance",3,"Transaction/Production System",24,MF,78,3GL,330,COBOL,34,DB2,287,"Joint Application Development (JAD)Rapid Application Development (RAD)",2
25931,Insurance,Insurance,"Customer relationship management",Enhancement,PC,3GL,Java,70,1241,1018,6,DB2,"Multifunctional TeamsWaterfall (incl Linear Processing & SSADM)",3000,Insurance,53,Insurance,53,"Customer relationship management",33,PC,23,3GL,330,Java,177,DB2,287,"Multifunctional TeamsWaterfall (incl Linear Processing & SSADM)",3
25975,Utilities,Energy,Transportation,"New Development",MF,4GL,SQL,605,752,752,3,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Utilities,3,Energy,1,Transportation,1,MF,78,4GL,61,SQL,7,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
25979,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,MF,3GL,Java,1148,48083,13944,-1,"DB2 UDB for AIX7.2.2","Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,MF,78,3GL,330,Java,177,"DB2 UDB for AIX7.2.2",1,"Waterfall (incl Linear Processing & SSADM)",380
26007,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,Java,547,4967,4560,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26047,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,79,2451,2451,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26096,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,MF,3GL,COBOL,90,3261,3261,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,MF,78,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26105,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,57,3746,3746,57,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26137,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,91,3667,3667,67,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26156,Government,Government,"Catalogue/register of things or eventsWorkflow support & management","New Development",Multi,3GL,C#,313,5613,5613,9,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,Government,19,"Catalogue/register of things or eventsWorkflow support & management",1,Multi,281,3GL,330,C#,10,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26187,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,"Visual Basic",82,1461,1198,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,"Visual Basic",19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26199,Communication,Communications,"relatively complex application",Enhancement,MF,3GL,Java,17,458,458,-1,Batch,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"relatively complex application",13,MF,78,3GL,330,Java,177,Batch,6,"Waterfall (incl Linear Processing & SSADM)",380
26274,Communication,Telecommunications,"Online. eSales",Enhancement,Multi,3GL,Java,116,1590,1304,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Online. eSales",12,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26284,Communication,Communications,"Decision Support System",Enhancement,MF,3GL,COBOL,143,705,705,3,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Decision Support System",2,MF,78,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26290,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,35,8581,7294,53,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26315,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,203,1963,1610,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26339,"Wholesale & Retail",Distribution,"Inventory Control","New Development",MF,ApG,TELON,511,3500,3500,-1,IMS/DBDC,"Waterfall (incl Linear Processing & SSADM)",-1,"Wholesale & Retail",5,Distribution,1,"Inventory Control",1,MF,78,ApG,9,TELON,2,IMS/DBDC,1,"Waterfall (incl Linear Processing & SSADM)",380
26391,Communication,Telecommunications,"Data Warehouse",Enhancement,Multi,3GL,PL/SQL,105,383,352,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Data Warehouse",10,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26457,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,128,952,781,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26470,Manufacturing,Manufacturing,"Workflow support & management","New Development",Multi,3GL,"Visual Basic",236,1350,1350,-1,Exchange,"Waterfall (incl Linear Processing & SSADM)",-1,Manufacturing,12,Manufacturing,8,"Workflow support & management",5,Multi,281,3GL,330,"Visual Basic",19,Exchange,1,"Waterfall (incl Linear Processing & SSADM)",380
26513,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,"Visual Basic",89,2159,1770,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,"Visual Basic",19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26537,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,MF,3GL,COBOL,374,5072,5072,-1,DB2/400,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,MF,78,3GL,330,COBOL,34,DB2/400,4,"Waterfall (incl Linear Processing & SSADM)",380
26575,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,PL/SQL,57,302,248,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26604,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,23,4747,4747,85,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26738,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,28,7015,7015,64,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26765,Communication,Communications,"Management Information System",Enhancement,MR,3GL,Java,475,2934,2435,4,Oracle,"Multifunctional TeamsRapid Application Development (RAD)",-1,Communication,189,Communications,34,"Management Information System",9,MR,18,3GL,330,Java,177,Oracle,21,"Multifunctional TeamsRapid Application Development (RAD)",1
26888,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,PL/SQL,72,772,633,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26895,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,MR,3GL,C++,29,203,203,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,MR,18,3GL,330,C++,11,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26925,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,7,771,686,26,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26994,Government,GovernmentDefence,Reporting,Enhancement,MF,3GL,COBOL,26,538,538,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Government,27,GovernmentDefence,2,Reporting,2,MF,78,3GL,330,COBOL,34,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
26997,Insurance,Insurance,"Online Insurance product comparision tool",Enhancement,MR,4GL,XML,169,1327,1208,5,DB2,"Multifunctional TeamsWaterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Online Insurance product comparision tool",1,MR,18,4GL,61,XML,1,DB2,287,"Multifunctional TeamsWaterfall (incl Linear Processing & SSADM)",3
27060,Financial,"Financial, Property & Business Services","Transaction/Production System","New Development",MF,3GL,Java,2906,37320,37320,-1,DB2,"Rapid Application Development (RAD)",-1,Financial,18,"Financial, Property & Business Services",17,"Transaction/Production System",24,MF,78,3GL,330,Java,177,DB2,287,"Rapid Application Development (RAD)",5
27151,Communication,Telecommunications,"Customer relationship management",Enhancement,Multi,3GL,PL/SQL,324,1063,872,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer relationship management",33,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
27171,Communication,Telecommunications,"Financial application area",Enhancement,Multi,4GL,Java,38,327,327,-1,Interactive,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial application area",12,Multi,281,4GL,61,Java,177,Interactive,30,"Waterfall (incl Linear Processing & SSADM)",380
27245,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,36,2020,1414,13,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
27357,Communication,Communications,"Transaction/Production System","New Development",MR,3GL,Java,796,5864,4867,14,Oracle,"Joint Application Development (JAD)Rapid Application Development (RAD)",-1,Communication,189,Communications,34,"Transaction/Production System",24,MR,18,3GL,330,Java,177,Oracle,21,"Joint Application Development (JAD)Rapid Application Development (RAD)",2
27361,Communication,Telecommunications,"Data or database management",Enhancement,Multi,3GL,Unknown,420,539,444,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Data or database management",2,Multi,281,3GL,330,Unknown,2,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
27423,Insurance,Insurance,"Financial transaction process/accounting",Enhancement,Multi,3GL,PL/SQL,50,193,177,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Insurance,53,Insurance,53,"Financial transaction process/accounting",187,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
27574,Communication,Telecommunications,"Financial transaction process/accounting",Enhancement,Multi,3GL,Java,503,482,482,3,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
27727,Communication,Communications,"Transaction/Production System","New Development",Multi,3GL,PERIPHONICS,128,5960,4947,15,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Communications,34,"Transaction/Production System",24,Multi,281,3GL,330,PERIPHONICS,1,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
27743,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,12,8062,8062,75,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
27745,"Medical & Health Care","Medical and Health Care","Financial transaction process/accounting",Enhancement,Multi,3GL,Java,50,20092,20092,135,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,"Medical & Health Care",57,"Medical and Health Care",57,"Financial transaction process/accounting",187,Multi,281,3GL,330,Java,177,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
27858,Communication,Telecommunications,"Customer billing",Enhancement,Multi,3GL,PL/SQL,180,1408,1160,-1,DB2,"Waterfall (incl Linear Processing & SSADM)",-1,Communication,189,Telecommunications,150,"Customer billing",4,Multi,281,3GL,330,PL/SQL,19,DB2,287,"Waterfall (incl Linear Processing & SSADM)",380
